persona,user_id,age,is_urban,is_weekend_rider,is_rain_rider,is_airport_trip,is_rush_hour,payment_type,passenger_count,monthly_rides_history,recency_days,preferred_hour,Y0,Y1,ite_realized,cate_true,treatment_rand,Y_rand,treatment_obs,propensity_true,Y_obs,avg_fare_per_trip,gross_revenue_30d,discount_cost_30d,net_contribution,y_obs,fare_rand
Rain Riders,175,23,1,1,1,0,0,2,1,4,0,15,10,9,-1,0.9562,0,10,1,0.818538,9,10.08,100.8,0.0,70.56,10,100.8
Urban Regulars,176,23,1,1,0,0,0,2,1,3,6,16,14,10,-4,0.7796,1,10,0,0.878131,14,17.58,175.8,26.37,96.69,10,175.8
Urban Regulars,177,34,1,0,0,0,1,2,1,8,3,7,9,20,11,0.2007,1,20,0,0.704797,9,33.85,677.0,60.0,413.9,20,677.0
Suburban Cash,178,30,0,0,0,0,1,2,1,3,6,9,2,9,7,0.3166,0,2,0,0.234459,2,31.04,62.08,0.0,43.46,2,62.08
Suburban Cash,179,25,0,0,0,0,0,2,1,3,14,12,8,3,-5,0.8619,1,3,0,0.488806,8,42.84,128.52,9.0,80.96,3,128.52
Suburban Cash,180,30,0,0,0,0,0,2,1,1,7,6,1,5,4,1.1493,0,1,0,0.38366,1,39.66,39.66,0.0,27.76,1,39.66
Suburban Cash,181,35,0,0,0,0,0,2,2,2,15,22,0,5,5,0.8305,1,5,0,0.260485,0,21.99,109.95,15.0,61.96,5,109.95
Suburban Cash,182,32,0,0,0,0,1,2,1,0,13,7,9,0,-9,0.7397,1,0,0,0.035259,9,19.26,0.0,0.0,0.0,0,0.0
Urban Regulars,183,35,1,0,0,0,1,2,1,2,6,7,13,7,-6,0.2208,1,7,0,0.362607,13,21.92,153.44,21.0,86.41,7,153.44
Airport Business,184,29,1,0,0,1,1,2,1,6,4,17,16,8,-8,0.1142,0,16,1,0.698604,8,78.56,1256.96,0.0,879.87,16,1256.96
Suburban Card,185,37,0,0,0,1,0,1,1,0,18,16,0,0,0,0.5181,0,0,0,0.073108,0,93.39,0.0,0.0,0.0,0,0.0
Suburban Cash,186,41,0,0,0,0,0,2,1,0,12,15,0,5,5,1.1866,1,5,0,0.09243,0,59.01,295.05,15.0,191.54,5,295.05
Rain Riders,187,32,1,1,1,0,0,2,1,1,2,14,2,7,5,1.3892,0,2,0,0.461328,2,17.52,35.04,0.0,24.53,2,35.04
Urban Regulars,188,25,1,0,0,0,1,1,1,4,4,19,11,25,14,0.7964,1,25,1,0.678335,25,31.86,796.5,75.0,482.55,25,796.5
Suburban Cash,189,27,0,1,0,0,0,2,1,0,18,3,6,4,-2,1.4566,1,4,0,0.128021,6,50.26,201.04,12.0,128.73,4,201.04
Urban Regulars,190,28,1,0,0,0,1,2,2,5,4,17,15,19,4,0.236,1,19,1,0.678224,19,26.18,497.42,57.0,291.19,19,497.42
Suburban Cash,191,34,0,0,0,0,1,2,1,1,10,17,0,5,5,0.6614,0,0,1,0.077656,5,86.31,0.0,0.0,0.0,0,0.0
Urban Regulars,192,29,1,0,0,0,0,2,1,2,4,12,4,11,7,1.2271,1,11,1,0.814084,11,11.99,131.89,19.78,72.54,11,131.89
Urban Regulars,193,29,1,1,0,0,1,2,2,14,8,7,11,31,20,0.1508,1,31,1,0.78273,31,14.01,434.31,65.15,238.87,31,434.31
Suburban Cash,194,49,0,0,0,0,1,2,1,5,14,8,0,9,9,0.3123,0,0,0,0.0677,0,28.3,0.0,0.0,0.0,0,0.0
Urban Regulars,195,26,1,0,0,0,0,2,1,6,2,14,0,20,20,0.5391,1,20,1,0.936737,20,29.93,598.6,60.0,359.02,20,598.6
Urban Regulars,196,29,1,0,0,0,1,2,1,2,4,17,12,8,-4,0.5017,0,12,1,0.494192,8,15.7,188.4,0.0,131.88,12,188.4
Urban Regulars,197,23,1,1,0,0,1,2,1,4,6,18,10,7,-3,0.2015,1,7,1,0.668711,7,15.24,106.68,16.0,58.68,7,106.68
Suburban Cash,198,28,0,0,0,0,0,2,1,3,12,10,18,8,-10,0.7732,0,18,0,0.484219,18,43.36,780.48,0.0,546.34,18,780.48
Rain Riders,199,27,1,0,1,0,0,2,1,4,5,21,6,13,7,1.214,0,6,0,0.698011,6,17.18,103.08,0.0,72.16,6,103.08
Urban Regulars,200,24,1,0,0,0,0,2,2,1,4,16,7,10,3,1.4571,0,7,0,0.79803,7,23.4,163.8,0.0,114.66,7,163.8
Suburban Card,201,38,0,0,0,0,1,1,1,0,20,19,0,0,0,1.2689,1,0,0,0.013788,0,64.69,0.0,0.0,0.0,0,0.0
Suburban Cash,202,37,0,0,0,0,0,2,1,0,8,20,0,0,0,1.3453,1,0,0,0.154503,0,13.71,0.0,0.0,0.0,0,0.0
Urban Regulars,203,25,1,0,0,0,0,2,1,5,2,16,18,14,-4,0.2161,1,14,1,0.930865,14,13.49,188.86,28.33,103.87,14,188.86
Urban Regulars,204,26,1,0,0,0,0,2,1,4,3,21,31,29,-2,0.8637,0,31,1,0.906193,29,23.57,730.67,0.0,511.47,31,730.67
Urban Regulars,205,34,1,0,0,0,1,2,1,2,5,7,12,8,-4,0.2135,1,8,0,0.397016,12,8.76,70.08,10.51,38.55,8,70.08
Urban Regulars,206,28,1,0,0,0,0,2,1,8,5,16,18,11,-7,0.5669,1,11,1,0.929236,11,14.68,161.48,24.22,88.82,11,161.48
Urban Regulars,207,42,1,1,0,0,0,2,1,6,2,23,12,21,9,0.806,0,12,1,0.845661,21,8.63,103.56,0.0,72.49,12,103.56
Suburban Cash,208,32,0,1,0,0,1,2,1,0,12,9,0,0,0,1.4452,1,0,0,0.038231,0,50.25,0.0,0.0,0.0,0,0.0
Airport Business,209,27,1,1,0,1,1,2,1,4,7,8,7,9,2,0.1777,0,7,1,0.591413,9,88.34,618.38,0.0,432.87,7,618.38
Urban Regulars,210,27,1,0,0,0,0,2,1,1,2,16,5,7,2,0.9907,0,5,1,0.795055,7,18.17,90.85,0.0,63.59,5,90.85
Suburban Cash,211,24,0,0,1,0,1,2,1,6,8,9,9,7,-2,0.4524,1,7,1,0.166871,7,18.42,128.94,19.34,70.92,7,128.94
Urban Regulars,212,27,1,0,0,0,0,2,1,6,3,5,7,15,8,0.3927,1,15,1,0.927503,15,23.05,345.75,45.0,197.02,15,345.75
Rain Riders,213,27,1,1,1,0,0,2,2,7,2,11,9,24,15,0.7553,0,9,1,0.827657,24,13.61,122.49,0.0,85.74,9,122.49
Suburban Cash,214,39,0,0,0,0,1,2,1,5,12,9,5,5,0,0.3983,0,5,0,0.137857,5,37.73,188.65,0.0,132.06,5,188.65
Suburban Card,215,44,0,1,0,0,0,1,1,5,17,10,0,0,0,1.3142,1,0,0,0.256552,0,15.62,0.0,0.0,0.0,0,0.0
Suburban Card,216,31,0,0,0,0,1,1,1,0,15,19,0,0,0,0.8377,0,0,0,0.031829,0,20.99,0.0,0.0,0.0,0,0.0
Urban Regulars,217,21,1,0,0,0,1,2,1,2,4,19,4,17,13,0.2087,0,4,1,0.616291,17,16.67,66.68,0.0,46.68,4,66.68
Urban Regulars,218,28,1,0,0,0,1,2,1,7,3,9,4,25,21,0.2387,0,4,1,0.754537,25,31.04,124.16,0.0,86.91,4,124.16
Suburban Card,219,27,0,1,0,0,1,1,1,3,15,7,5,0,-5,1.2292,1,0,0,0.147661,5,26.61,0.0,0.0,0.0,0,0.0
Urban Regulars,220,29,1,0,0,0,0,2,2,1,5,10,11,0,-11,1.7096,1,0,0,0.726978,11,12.94,0.0,0.0,0.0,0,0.0
Rain Riders,221,28,1,0,1,0,1,2,2,9,5,18,23,14,-9,0.099,1,14,1,0.495608,14,20.61,288.54,42.0,159.98,14,288.54
Urban Regulars,222,24,1,0,0,0,1,2,3,1,4,17,0,9,9,0.2381,0,0,0,0.468549,0,18.82,0.0,0.0,0.0,0,0.0
Suburban Cash,223,34,0,1,0,0,0,2,1,3,12,11,0,0,0,1.1898,1,0,1,0.392708,0,32.2,0.0,0.0,0.0,0,0.0
Suburban Card,224,25,0,0,0,0,0,1,3,0,11,14,3,0,-3,1.4188,1,0,1,0.230379,0,54.0,0.0,0.0,0.0,0,0.0
Urban Regulars,225,29,1,0,0,0,0,2,1,10,2,14,18,16,-2,0.8269,1,16,1,0.951179,16,10.02,160.32,24.05,88.17,16,160.32
Suburban Card,226,40,0,0,0,0,1,1,1,0,12,19,5,11,6,1.4402,1,11,0,0.02361,5,19.28,212.08,31.81,116.65,11,212.08
Rain Riders,227,30,1,0,1,0,0,2,1,4,5,20,12,30,18,1.1178,0,12,0,0.657336,12,40.52,486.24,0.0,340.37,12,486.24
Urban Regulars,228,25,1,1,0,0,0,2,4,7,3,20,8,25,17,0.6336,0,8,1,0.943179,25,5.27,42.16,0.0,29.51,8,42.16
Suburban Card,229,40,0,0,0,0,1,1,1,0,14,17,6,0,-6,1.0448,1,0,0,0.020031,6,35.97,0.0,0.0,0.0,0,0.0
Urban Regulars,230,31,1,0,0,0,0,2,3,2,2,13,0,5,5,1.35,1,5,1,0.820618,5,10.72,53.6,8.04,29.48,5,53.6
Rain Riders,231,31,1,0,1,0,0,2,1,3,3,13,6,5,-1,1.3299,1,5,1,0.629445,5,11.94,59.7,8.96,32.83,5,59.7
Urban Regulars,232,35,1,0,0,0,1,1,3,0,3,18,10,4,-6,1.4332,1,4,0,0.192766,10,22.62,90.48,12.0,51.34,4,90.48
Suburban Cash,233,36,0,0,0,0,1,2,1,7,11,7,11,8,-3,0.5602,1,8,1,0.219348,8,28.88,231.04,24.0,137.73,8,231.04
Urban Regulars,234,23,1,0,0,0,1,2,1,8,3,8,12,14,2,0.1776,0,12,0,0.825449,12,12.26,147.12,0.0,102.98,12,147.12
Suburban Cash,235,27,0,0,0,0,0,2,1,3,6,20,5,4,-1,0.6349,0,5,1,0.623187,4,24.06,120.3,0.0,84.21,5,120.3
Suburban Cash,236,36,0,0,0,0,0,2,2,0,14,20,7,0,-7,1.1174,0,7,1,0.10511,0,6.92,48.44,0.0,33.91,7,48.44
Urban Regulars,237,21,1,0,0,0,1,2,1,4,3,17,11,8,-3,0.1298,1,8,1,0.746244,8,18.25,146.0,21.9,80.3,8,146.0
Suburban Cash,238,32,0,0,0,0,0,2,1,6,12,20,0,5,5,0.6188,1,5,0,0.564365,0,21.36,106.8,15.0,59.76,5,106.8
Urban Regulars,239,26,1,1,0,0,0,2,1,4,1,16,2,13,11,0.3077,1,13,1,0.919536,13,19.2,249.6,37.44,137.28,13,249.6
Urban Regulars,240,30,1,0,0,0,0,2,2,2,4,15,13,7,-6,1.3208,1,7,1,0.804496,7,32.4,226.8,21.0,137.76,7,226.8
Suburban Card,241,26,0,0,0,0,0,1,1,0,18,11,0,5,5,1.2445,1,5,0,0.135119,0,26.42,132.1,15.0,77.47,5,132.1
Suburban Cash,242,38,0,0,0,0,1,2,1,5,7,8,0,19,19,0.224,1,19,0,0.20571,0,49.37,938.03,57.0,599.62,19,938.03
Urban Regulars,243,26,1,0,0,0,0,2,1,6,4,14,14,26,12,0.8372,1,26,1,0.926017,26,22.83,593.58,78.0,337.51,26,593.58
Airport Business,244,29,1,0,0,1,0,1,2,1,6,21,9,0,-9,1.2674,1,0,1,0.709988,0,43.58,0.0,0.0,0.0,0,0.0
Suburban Cash,245,26,0,0,0,0,1,2,1,0,7,9,2,2,0,0.783,0,2,0,0.080748,2,30.66,61.32,0.0,42.92,2,61.32
Suburban Cash,246,39,0,0,0,0,0,2,1,0,13,0,0,0,0,0.9464,0,0,0,0.095862,0,20.84,0.0,0.0,0.0,0,0.0
Suburban Cash,247,42,0,0,0,0,1,2,1,2,17,17,0,0,0,0.4647,0,0,0,0.041233,0,95.17,0.0,0.0,0.0,0,0.0
Urban Regulars,248,52,1,0,0,0,1,2,1,2,3,18,9,7,-2,0.1762,0,9,0,0.202898,9,32.54,292.86,0.0,205.0,9,292.86
Rain Riders,249,29,1,1,1,0,1,2,1,6,1,17,9,7,-2,0.2622,1,7,1,0.473204,7,11.6,81.2,12.18,44.66,7,81.2
Urban Regulars,250,33,1,1,0,0,1,2,1,4,1,8,5,17,12,0.1106,1,17,1,0.622723,17,20.04,340.68,51.0,187.48,17,340.68
Suburban Cash,251,27,0,0,0,0,0,2,1,0,9,14,0,4,4,0.9722,1,4,0,0.238232,0,10.12,40.48,6.07,22.27,4,40.48
Suburban Cash,252,45,0,0,0,0,0,2,1,0,11,10,0,0,0,0.957,1,0,1,0.079524,0,81.65,0.0,0.0,0.0,0,0.0
Urban Regulars,253,22,1,0,0,0,0,2,1,6,7,23,6,20,14,1.0122,1,20,1,0.925775,20,7.27,145.4,21.81,79.97,20,145.4
Urban Regulars,254,38,1,0,0,0,1,1,1,4,4,17,2,18,16,0.6472,0,2,1,0.484605,18,17.85,35.7,0.0,24.99,2,35.7
Urban Regulars,255,28,1,1,0,0,0,2,1,0,5,16,4,3,-1,0.956,0,4,1,0.582916,3,21.17,84.68,0.0,59.28,4,84.68
Suburban Cash,256,25,0,1,0,0,0,2,1,0,15,23,2,2,0,1.1648,1,2,0,0.176209,2,21.36,42.72,6.0,23.9,2,42.72
Suburban Cash,257,31,0,0,0,0,0,2,1,0,13,15,5,7,2,1.3598,0,5,0,0.148425,5,10.05,50.25,0.0,35.17,5,50.25
Urban Regulars,258,33,1,0,0,0,0,2,1,13,3,2,8,8,0,0.372,1,8,1,0.946993,8,11.2,89.6,13.44,49.28,8,89.6
Urban Regulars,259,27,1,0,0,0,0,2,1,0,7,11,1,8,7,2.3546,0,1,1,0.556965,8,8.93,8.93,0.0,6.25,1,8.93
Urban Regulars,260,27,1,0,0,0,1,2,1,1,4,19,23,4,-19,0.454,1,4,0,0.422536,23,30.58,122.32,12.0,73.62,4,122.32
Urban Regulars,261,32,1,0,0,0,0,2,2,6,9,20,16,23,7,1.0063,0,16,1,0.849945,23,8.86,141.76,0.0,99.23,16,141.76
Suburban Cash,262,33,0,1,0,0,1,2,1,0,12,9,0,4,4,1.0471,1,4,0,0.036011,0,11.96,47.84,7.18,26.31,4,47.84
Rain Riders,263,34,1,0,1,0,1,2,1,12,5,9,26,14,-12,0.1281,1,14,1,0.469323,14,15.35,214.9,32.24,118.19,14,214.9
Urban Regulars,264,25,1,0,0,0,1,2,1,5,6,19,13,14,1,0.3575,0,13,0,0.682218,13,25.52,331.76,0.0,232.23,13,331.76
Suburban Cash,265,24,0,0,0,0,0,2,1,0,13,16,0,0,0,0.7854,0,0,0,0.21214,0,20.92,0.0,0.0,0.0,0,0.0
Rain Riders,266,27,1,0,1,0,1,2,3,3,7,7,11,8,-3,0.2023,1,8,1,0.257748,8,21.98,175.84,24.0,99.09,8,175.84
Urban Regulars,267,28,1,0,0,0,1,2,1,0,3,8,0,2,2,0.4468,1,2,0,0.269491,0,70.69,141.38,6.0,92.97,2,141.38
Urban Regulars,268,25,1,0,0,0,1,2,1,3,4,7,12,12,0,0.1607,0,12,0,0.626824,12,13.43,161.16,0.0,112.81,12,161.16
Urban Regulars,269,29,1,0,0,0,0,2,2,5,4,11,7,12,5,0.9597,0,7,1,0.898757,12,8.65,60.55,0.0,42.38,7,60.55
Urban Regulars,270,22,1,1,0,0,0,2,1,10,3,13,14,8,-6,0.7831,1,8,1,0.965124,8,22.97,183.76,24.0,104.63,8,183.76
Urban Regulars,271,29,1,1,0,0,0,2,2,2,4,21,11,19,8,1.1894,1,19,1,0.814084,19,15.87,301.53,45.23,165.84,19,301.53
Urban Regulars,272,23,1,0,0,0,0,2,1,4,7,23,17,0,-17,1.2049,0,17,0,0.892673,17,12.48,212.16,0.0,148.51,17,212.16
Urban Regulars,273,22,1,0,0,0,0,2,1,5,4,11,11,11,0,0.7392,0,11,1,0.932038,11,26.19,288.09,0.0,201.66,11,288.09
Urban Regulars,274,28,1,1,0,0,0,2,1,4,2,21,16,14,-2,0.9499,0,16,0,0.902716,16,9.4,150.4,0.0,105.28,16,150.4
Suburban Cash,275,25,0,0,0,0,1,2,1,0,13,7,0,4,4,0.5016,0,0,0,0.053443,0,28.25,0.0,0.0,0.0,0,0.0
Rain Riders,276,21,1,0,1,0,1,2,1,2,4,17,0,0,0,0.2075,0,0,0,0.326037,0,14.82,0.0,0.0,0.0,0,0.0
Rain Riders,277,30,1,0,1,1,1,2,2,0,2,8,3,2,-1,0.2932,0,3,0,0.096437,3,71.51,214.53,0.0,150.17,3,214.53
Urban Regulars,278,23,1,0,0,0,1,2,1,0,1,18,6,5,-1,0.2747,0,6,0,0.373202,6,16.05,96.3,0.0,67.41,6,96.3
Suburban Cash,279,38,0,0,0,0,0,2,1,0,14,10,0,14,14,1.4772,0,0,0,0.093982,0,12.58,0.0,0.0,0.0,0,0.0
Suburban Cash,280,31,0,1,0,0,1,2,1,0,11,19,2,0,-2,1.0868,1,0,0,0.043983,2,14.18,0.0,0.0,0.0,0,0.0
Rain Riders,281,28,1,1,1,0,0,1,1,8,7,23,11,13,2,1.0445,0,11,1,0.769763,13,23.86,262.46,0.0,183.72,11,262.46
Urban Regulars,282,33,1,1,0,0,0,2,1,6,4,14,22,22,0,1.0265,0,22,1,0.890136,22,8.99,197.78,0.0,138.45,22,197.78
Urban Regulars,283,29,1,1,0,0,0,2,1,4,6,20,22,7,-15,1.1333,1,7,0,0.861709,22,26.8,187.6,21.0,110.32,7,187.6
Urban Regulars,284,30,1,0,0,0,1,2,1,5,7,7,8,0,-8,0.3579,0,8,1,0.59129,0,19.62,156.96,0.0,109.87,8,156.96
Rain Riders,285,30,1,0,1,0,1,2,1,8,5,9,30,8,-22,0.1058,0,30,0,0.438006,30,12.24,367.2,0.0,257.04,30,367.2
Urban Regulars,286,25,1,1,0,0,0,2,1,8,3,22,11,5,-6,0.6329,1,5,1,0.949283,5,8.86,44.3,6.64,24.37,5,44.3
Urban Regulars,287,29,1,1,0,0,0,2,1,7,4,0,11,14,3,0.445,0,11,1,0.9225,14,4.96,54.56,0.0,38.19,11,54.56
Urban Regulars,288,24,1,0,0,0,0,2,2,6,4,16,20,17,-3,0.4653,0,20,1,0.934093,17,30.21,604.2,0.0,422.94,20,604.2
Rain Riders,289,29,1,0,1,0,0,2,1,8,5,5,0,13,13,0.3593,0,0,1,0.787994,13,20.1,0.0,0.0,0.0,0,0.0
Rain Riders,290,26,1,0,1,0,0,2,2,5,3,21,13,8,-5,0.8344,1,8,0,0.777976,13,10.36,82.88,12.43,45.59,8,82.88
Suburban Cash,291,32,0,1,1,0,1,2,1,4,16,7,4,4,0,0.9604,0,4,0,0.04228,4,24.79,99.16,0.0,69.41,4,99.16
Urban Regulars,292,37,1,0,0,0,1,2,2,3,5,17,11,26,15,0.2687,1,26,0,0.422871,11,31.49,818.74,78.0,495.12,26,818.74
Suburban Card,293,37,0,1,0,0,0,1,1,7,12,13,2,23,21,1.0303,1,23,1,0.521082,23,71.23,1638.29,69.0,1077.8,23,1638.29
Urban Regulars,294,25,1,0,0,0,1,2,3,6,3,17,4,5,1,0.1118,1,5,1,0.763725,5,28.73,143.65,15.0,85.56,5,143.65
Suburban Card,295,24,0,1,0,0,1,1,1,8,8,9,5,9,4,0.9677,0,5,0,0.462141,5,36.82,184.1,0.0,128.87,5,184.1
Suburban Card,296,34,0,0,0,0,0,1,2,2,11,14,0,0,0,1.3679,0,0,0,0.344062,0,28.59,0.0,0.0,0.0,0,0.0
Suburban Card,297,25,0,1,0,0,1,1,1,16,6,19,19,17,-2,0.616,1,17,1,0.646255,17,21.72,369.24,51.0,207.47,17,369.24
Suburban Card,298,50,0,0,0,0,0,1,3,0,10,3,2,13,11,1.5773,0,2,1,0.064436,13,10.37,20.74,0.0,14.52,2,20.74
Suburban Cash,299,33,0,1,0,0,0,2,1,0,9,20,5,0,-5,1.3786,1,0,1,0.177234,0,50.36,0.0,0.0,0.0,0,0.0
Suburban Cash,300,41,0,0,0,0,1,2,1,3,18,9,8,8,0,0.4512,1,8,0,0.053404,8,27.28,218.24,24.0,128.77,8,218.24
Suburban Cash,301,26,0,0,0,0,0,2,1,4,10,15,10,4,-6,0.9768,1,4,1,0.612224,4,16.42,65.68,9.85,36.13,4,65.68
Urban Regulars,302,30,1,0,0,0,1,2,1,7,3,17,7,0,-7,0.1638,1,0,1,0.730801,0,8.57,0.0,0.0,0.0,0,0.0
Urban Regulars,303,33,1,1,0,0,1,2,1,2,5,9,5,9,4,0.2462,0,5,0,0.411981,5,45.0,225.0,0.0,157.5,5,225.0
Rain Riders,304,30,1,0,1,0,0,2,1,4,8,0,10,11,1,0.5038,0,10,1,0.598541,11,37.55,375.5,0.0,262.85,10,375.5
Suburban Cash,305,40,0,0,0,0,0,2,3,0,12,13,0,4,4,1.2058,0,0,0,0.097776,0,18.16,0.0,0.0,0.0,0,0.0
Rain Riders,306,29,1,0,1,0,0,2,1,7,4,21,9,11,2,1.0878,0,9,0,0.781906,9,4.04,36.36,0.0,25.45,9,36.36
Urban Regulars,307,26,1,0,0,0,0,2,1,0,8,12,7,5,-2,2.245,1,5,1,0.551558,5,21.95,109.75,15.0,61.82,5,109.75
Suburban Cash,308,28,0,0,0,0,1,2,1,4,14,18,3,9,6,0.3853,0,3,1,0.181879,9,32.08,96.24,0.0,67.37,3,96.24
Urban Regulars,309,24,1,1,0,0,1,2,2,3,4,18,11,13,2,0.2739,1,13,0,0.64124,11,17.89,232.57,34.89,127.91,13,232.57
Urban Regulars,310,38,1,0,0,0,0,2,1,4,3,21,7,11,4,1.1894,0,7,1,0.820894,11,5.89,41.23,0.0,28.86,7,41.23
Urban Regulars,311,28,1,1,0,0,1,2,2,0,4,19,10,3,-7,0.6014,1,3,0,0.253274,10,23.55,70.65,9.0,40.46,3,70.65
Urban Regulars,312,34,1,0,0,0,0,2,1,5,8,13,13,16,3,0.9581,0,13,1,0.822992,16,31.74,412.62,0.0,288.83,13,412.62
Urban Regulars,313,25,1,0,0,0,0,2,3,4,6,11,0,10,10,1.3252,0,0,1,0.888756,10,19.39,0.0,0.0,0.0,0,0.0
Urban Regulars,314,31,1,1,0,0,1,2,3,3,1,19,8,7,-1,0.1269,1,7,1,0.598177,7,30.6,214.2,21.0,128.94,7,214.2
Urban Regulars,315,24,1,0,0,0,1,2,1,2,5,9,2,0,-2,0.205,1,0,1,0.550679,0,19.71,0.0,0.0,0.0,0,0.0
Rain Riders,316,26,1,0,1,0,0,2,2,0,3,16,12,10,-2,0.9383,0,12,1,0.360559,10,28.97,347.64,0.0,243.35,12,347.64
Urban Regulars,317,25,1,0,0,0,0,2,2,2,4,5,10,10,0,0.673,1,10,1,0.84881,10,14.36,143.6,21.54,78.98,10,143.6
Suburban Cash,318,49,0,1,1,0,1,2,1,0,11,8,5,2,-3,0.9911,1,2,0,0.004508,5,81.94,163.88,6.0,108.72,2,163.88
Urban Regulars,319,24,1,0,0,0,0,2,1,5,4,10,10,7,-3,0.9549,1,7,1,0.923731,7,14.96,104.72,15.71,57.59,7,104.72
Suburban Cash,320,38,0,0,1,0,0,2,1,7,13,20,11,10,-1,0.6176,0,11,0,0.220668,11,11.52,126.72,0.0,88.7,11,126.72
Suburban Card,321,37,0,1,0,0,0,1,1,3,19,2,3,5,2,1.4163,1,5,0,0.229617,3,18.52,92.6,13.89,50.93,5,92.6
Urban Regulars,322,23,1,0,0,0,0,2,1,0,7,11,9,11,2,1.7322,1,11,0,0.61713,9,13.67,150.37,22.56,82.7,11,150.37
Urban Regulars,323,34,1,0,0,0,0,2,1,0,4,11,5,9,4,2.3177,0,5,1,0.511492,9,11.04,55.2,0.0,38.64,5,55.2
Airport Business,324,35,1,1,0,1,0,2,1,2,1,22,4,8,4,0.3262,0,4,1,0.795113,8,44.6,178.4,0.0,124.88,4,178.4
Suburban Card,325,35,0,0,0,0,0,1,2,1,14,15,4,8,4,1.3732,0,4,0,0.202162,4,20.15,80.6,0.0,56.42,4,80.6
Suburban Cash,326,34,0,0,0,0,0,2,1,4,7,13,13,3,-10,0.5234,1,3,1,0.552719,3,25.95,77.85,9.0,45.49,3,77.85
Suburban Card,327,24,0,0,0,0,1,1,1,0,10,9,5,3,-2,1.2807,0,5,0,0.071756,5,22.05,110.25,0.0,77.18,5,110.25
Urban Regulars,328,22,1,1,0,0,0,2,1,0,6,13,1,1,0,1.8864,0,1,1,0.651023,1,8.85,8.85,0.0,6.19,1,8.85
Suburban Cash,329,31,0,1,0,0,0,2,1,5,21,11,4,8,4,1.054,0,4,0,0.356106,4,30.93,123.72,0.0,86.6,4,123.72
Urban Regulars,330,24,1,1,0,0,0,2,2,5,6,22,6,0,-6,0.8074,1,0,1,0.911017,0,10.55,0.0,0.0,0.0,0,0.0
Suburban Card,331,41,0,0,0,0,1,1,2,3,17,8,0,0,0,0.7918,0,0,0,0.057814,0,17.88,0.0,0.0,0.0,0,0.0
Urban Regulars,332,22,1,0,0,0,1,2,1,3,4,17,11,10,-1,0.5361,0,11,0,0.669299,11,13.75,151.25,0.0,105.88,11,151.25
Suburban Cash,333,25,0,1,0,0,1,2,1,1,12,8,0,8,8,1.0386,0,0,0,0.110714,0,19.14,0.0,0.0,0.0,0,0.0
Suburban Card,334,37,0,1,0,0,1,1,1,1,18,9,0,3,3,1.6222,0,0,0,0.03445,0,15.33,0.0,0.0,0.0,0,0.0
Urban Regulars,335,29,1,0,0,0,0,2,1,6,4,23,10,3,-7,0.9236,0,10,1,0.912189,3,19.16,191.6,0.0,134.12,10,191.6
Suburban Cash,336,34,0,0,0,0,0,2,2,1,9,10,12,5,-7,0.9234,0,12,0,0.290984,12,35.69,428.28,0.0,299.8,12,428.28
Urban Regulars,337,31,1,0,0,0,0,2,1,4,2,16,22,21,-1,0.2906,1,21,1,0.885073,21,17.77,373.17,55.98,205.24,21,373.17
Suburban Cash,338,29,0,1,0,0,1,2,1,1,12,9,3,0,-3,1.0471,1,0,0,0.088507,3,78.84,0.0,0.0,0.0,0,0.0
Urban Regulars,339,26,1,0,0,0,0,2,1,2,7,6,22,0,-22,0.693,1,0,1,0.803941,0,11.81,0.0,0.0,0.0,0,0.0
Suburban Cash,340,36,0,0,0,0,1,2,1,1,13,17,0,1,1,0.7626,1,1,0,0.054632,0,47.06,47.06,3.0,29.94,1,47.06
Urban Regulars,341,28,1,1,0,0,1,2,1,3,5,19,10,10,0,0.1805,1,10,0,0.561733,10,17.96,179.6,26.94,98.78,10,179.6
Suburban Card,342,28,0,0,0,0,1,1,1,0,14,17,1,1,0,0.9123,0,1,0,0.041304,1,90.65,90.65,0.0,63.46,1,90.65
Suburban Card,343,42,0,0,0,0,1,1,1,4,10,17,7,9,2,0.5871,1,9,0,0.115326,7,146.28,1316.52,27.0,894.56,9,1316.52
Urban Regulars,344,23,1,0,0,0,0,2,1,8,6,14,7,28,21,0.6385,1,28,1,0.942765,28,27.96,782.88,84.0,464.02,28,782.88
Suburban Cash,345,31,0,1,0,0,1,2,1,11,19,7,9,7,-2,0.7364,1,7,0,0.228368,9,51.44,360.08,21.0,231.06,7,360.08
Suburban Cash,346,26,0,0,0,0,1,2,1,2,12,18,3,10,7,0.5154,1,10,0,0.150307,3,28.84,288.4,30.0,171.88,10,288.4
Suburban Card,347,57,0,1,0,0,0,1,1,1,16,16,0,0,0,1.7472,0,0,0,0.051769,0,26.93,0.0,0.0,0.0,0,0.0
Urban Regulars,348,28,1,1,0,0,1,2,2,7,2,8,26,9,-17,0.2447,1,9,1,0.769763,9,12.25,110.25,16.54,60.64,9,110.25
Rain Riders,349,24,1,0,1,0,0,2,1,3,5,20,0,7,7,1.1146,1,7,1,0.689275,7,18.56,129.92,19.49,71.45,7,129.92
Rain Riders,350,25,1,0,1,0,0,2,1,5,1,15,18,18,0,0.9748,0,18,1,0.815188,18,13.22,237.96,0.0,166.57,18,237.96
Suburban Card,351,36,0,0,0,0,0,1,1,1,10,16,0,0,0,1.1129,1,0,1,0.249947,0,23.6,0.0,0.0,0.0,0,0.0
